possession_team,quarter,down,yards_to_go,yards_to_endzone,seconds_in_half_remaining,score_diff_offense,called_pass,play_result,description,cfl_game_id,play_id,distance_bucket,field_bucket,score_bucket,time_bucket
TOR,3,1,10.0,20.0,1650,22.0,0,Nothing,Shotgun #25 K.Carey rush left for 5 yards loss to the OTT25 (#93 A.John),6476,21-4	,Long (8+),Red Zone,Leading 8+,Early Half
TOR,3,2,20.0,30.0,1596,22.0,1,Nothing,Shotgun #12 C.Kelly pass incomplete deep left to #83 D.Ungerer III thrown to OTT06,6476,21-6	,Long (8+),Opponent Territory,Leading 8+,Early Half
OTT,3,1,10.0,70.0,1563,-25.0,1,Nothing,"Shotgun #3 D.Brown pass complete short right to #0 B.Addison caught at OTT37, for 1 yard loss to the OTT39 (#8 D.Amos)",6476,22-1	,Long (8+),Own Territory,Trailing 8+,Early Half
OTT,3,2,11.0,71.0,1525,-25.0,1,Nothing,Shotgun #3 D.Brown pass incomplete short middle to #2 J.Hardy thrown to OTT54,6476,22-2	,Long (8+),Own Territory,Trailing 8+,Early Half
TOR,3,1,10.0,82.0,1496,25.0,0,Nothing,Shotgun #25 K.Carey rush middle for 8 yards gain to the TOR36 (#14 B.Williams),6476,23-1	,Long (8+),Own Deep,Leading 8+,Early Half
TOR,3,2,2.0,74.0,1454,25.0,0,Nothing,"Shotgun #25 K.Carey rush middle for 2 yards gain to the TOR38 (#28 F.Griffin), 1ST DOWN",6476,23-2	,Short (1-3),Own Territory,Leading 8+,Early Half
TOR,3,1,10.0,72.0,1411,25.0,0,Nothing,"Shotgun #25 K.Carey rush middle for 14 yards gain to the TOR52 (#5 J.Santos-Knox), 1ST DOWN",6476,23-3	,Long (8+),Own Territory,Leading 8+,Early Half
TOR,3,1,10.0,58.0,1368,25.0,1,Nothing,"Shotgun #12 C.Kelly pass complete short left to #80 D.Daniels caught at TOR51, for 9 yards to the OTT49 (#37 B.Dandridge)",6476,23-4	,Long (8+),Midfield,Leading 8+,Early Half
TOR,3,2,1.0,49.0,1328,25.0,0,Nothing,"#12 C.Kelly rush middle for 1 yard gain to the OTT48 (#96 M.Wakefield), 1ST DOWN",6476,23-5	,Short (1-3),Midfield,Leading 8+,Early Half
TOR,3,1,10.0,48.0,1284,25.0,0,Nothing,Shotgun #21 D.Adeboboye rush middle for 5 yards gain to the OTT43 (#5 J.Santos-Knox),6476,23-6	,Long (8+),Midfield,Leading 8+,Early Half
TOR,3,2,5.0,43.0,1240,25.0,1,Nothing,"Shotgun #12 C.Kelly pass complete short middle to #18 D.Brissett caught at OTT34, for 9 yards to the OTT34 (#38 D.Lamont), 1ST DOWN",6476,23-7	,Medium (4-7),Midfield,Leading 8+,Early Half
TOR,3,1,10.0,34.0,1190,25.0,0,Nothing,Shotgun #25 K.Carey rush middle for 3 yards gain to the OTT31 (#94 L.Mauldin IV),6476,23-8	,Long (8+),Opponent Territory,Leading 8+,Early Half
TOR,3,2,7.0,31.0,1148,25.0,1,Nothing,"Shotgun #12 C.Kelly pass complete short left to #86 D.Coxie caught at OTT26, for 8 yards to the OTT23 (#5 J.Santos-Knox), 1ST DOWN",6476,23-9	,Medium (4-7),Opponent Territory,Leading 8+,Early Half
TOR,3,1,10.0,23.0,1096,25.0,1,Nothing,Shotgun #12 C.Kelly pass incomplete short right to #15 M.Polk thrown to OTT11 broken up by #29 A.McGhee,6476,23-10	,Long (8+),Opponent Territory,Leading 8+,Early Half
TOR,3,2,10.0,23.0,1068,25.0,1,Nothing,"Shotgun #12 C.Kelly pass complete short left to #86 D.Coxie caught at OTT15, for 12 yards to the OTT11 (#37 B.Dandridge), out of bounds, 1ST DOWN",6476,23-11	,Long (8+),Opponent Territory,Leading 8+,Early Half
TOR,3,1,10.0,11.0,1048,25.0,0,Nothing,Shotgun #24 D.McMahon rush middle for 1 yard gain to the OTT10 (#9 D.Webb),6476,23-12	,Long (8+),Red Zone,Leading 8+,Early Half
TOR,3,2,9.0,10.0,1011,25.0,1,Touchdown,"Shotgun #12 C.Kelly pass complete short middle to #18 D.Brissett caught at OTT01, for 10 yards to the OTT00 TOUCHDOWN, clock 01:47, 1ST DOWN",6476,23-13	,Long (8+),Red Zone,Leading 8+,Early Half
OTT,3,1,10.0,95.0,971,-32.0,1,Nothing,"Shotgun #3 D.Brown pass complete short left to #2 J.Hardy caught at OTT11, for 4 yards to the OTT19 (#35 I.Darkangelo), out of bounds",6476,25-1	,Long (8+),Own Deep,Trailing 8+,Early Half
OTT,3,2,6.0,91.0,946,-32.0,1,Nothing,"Shotgun #3 D.Brown pass complete short left to #34 K.Laborn caught at OTT20, for 18 yards to the OTT37 (#35 I.Darkangelo), 1ST DOWN",6476,25-2	,Medium (4-7),Own Deep,Trailing 8+,Early Half
OTT,3,1,10.0,73.0,912,-32.0,1,Nothing,"No Huddle-Shotgun #3 D.Brown pass complete short right to #23 J.Acklin caught at OTT41, for 8 yards to the OTT45 (#2 T.McFadden), out of bounds",6476,25-3	,Long (8+),Own Territory,Trailing 8+,Early Half
OTT,3,2,2.0,65.0,900,-32.0,0,Nothing,"Shotgun #34 K.Laborn rush left for 3 yards gain to the OTT48 (#8 D.Amos), 1ST DOWN",6476,25-4	,Short (1-3),Own Territory,Trailing 8+,Early Half
OTT,4,1,10.0,62.0,886,-32.0,1,Nothing,"Shotgun #3 D.Brown pass complete short left to #83 K.Pimpleton caught at OTT55, for 11 yards to the TOR51 (#23 B.Franklin), 1ST DOWN",6476,25-5	,Long (8+),Own Territory,Trailing 8+,Early Half
OTT,4,1,10.0,51.0,845,-32.0,1,Nothing,"Shotgun #3 D.Brown pass complete short left to #34 K.Laborn caught at TOR54, for 11 yards to the TOR40 (#27 M.Milton), 1ST DOWN",6476,25-6	,Long (8+),Midfield,Trailing 8+,Early Half
OTT,4,1,10.0,40.0,809,-32.0,1,Nothing,Shotgun #3 D.Brown pass incomplete short right to #15 D.Rhymes thrown to TOR24,6476,25-7	,Long (8+),Opponent Territory,Trailing 8+,Early Half
OTT,4,2,10.0,40.0,788,-32.0,1,Nothing,"Shotgun #3 D.Brown pass complete short right to #0 B.Addison caught at TOR33, for 8 yards to the TOR32 (#9 R.Metchie)",6476,25-8	,Long (8+),Opponent Territory,Trailing 8+,Early Half
OTT,4,3,2.0,32.0,759,-32.0,1,Touchdown,"Shotgun #3 D.Brown pass complete short left to #0 B.Addison caught at TOR25, for 32 yards to the TOR00 TOUCHDOWN, clock 12:30, 1ST DOWN",6476,25-9	,Short (1-3),Opponent Territory,Trailing 8+,Early Half
OTT,4,1,10.0,42.0,698,-26.0,1,Interception,"Shotgun #3 D.Brown pass intercepted by #2 T.McFadden at TOR04 #2 T.McFadden return 0 yards to the TOR04 (#84 N.Mardner). OTT is challenging the ruling on the field - ""No pass interference"". PLAY STANDS",6476,27-1	,Long (8+),Midfield,Trailing 8+,Early Half
TOR,4,1,10.0,106.0,661,26.0,0,Nothing,Shotgun #21 D.Adeboboye rush middle for 7 yards gain to the TOR11 (#4 M.Hunter),6476,28-1	,Long (8+),Own Deep,Leading 8+,Early Half
TOR,4,2,3.0,99.0,612,26.0,0,Nothing,"Shotgun #21 D.Adeboboye rush middle for 4 yards gain to the TOR15 (#5 J.Santos-Knox), 1ST DOWN",6476,28-2	,Short (1-3),Own Deep,Leading 8+,Early Half
TOR,4,1,10.0,95.0,585,26.0,0,Nothing,Shotgun #21 D.Adeboboye rush middle for 0 yards to the TOR15 (#14 B.Williams),6476,28-3	,Long (8+),Own Deep,Leading 8+,Late Half
TOR,4,2,10.0,95.0,545,26.0,1,Nothing,"Shotgun #12 C.Kelly pass complete short right to #18 D.Brissett caught at TOR10, for 2 yards to the TOR17 (#14 B.Williams)",6476,28-4	,Long (8+),Own Deep,Leading 8+,Late Half
OTT,4,1,10.0,38.0,471,-26.0,1,Nothing,"Shotgun #3 D.Brown pass complete short right to #83 K.Pimpleton caught at TOR30, for 19 yards to the TOR19 (#7 F.Orimolade), 1ST DOWN",6476,29-1	,Long (8+),Opponent Territory,Trailing 8+,Late Half
OTT,4,1,10.0,19.0,435,-26.0,0,Nothing,No Huddle-Shotgun #0 B.Addison rush middle for 8 yards gain to the TOR11 (#48 W.McManis),6476,29-2	,Long (8+),Red Zone,Trailing 8+,Late Half
OTT,4,2,2.0,11.0,401,-26.0,0,Nothing,"No Huddle-Shotgun #34 K.Laborn rush right for 5 yards gain to the TOR06 (#35 I.Darkangelo), 1ST DOWN",6476,29-3	,Short (1-3),Red Zone,Trailing 8+,Late Half
OTT,4,1,6.0,6.0,363,-26.0,1,Nothing,No Huddle-Shotgun #3 D.Brown pass incomplete short left to #2 J.Hardy thrown to TOR-04,6476,29-4	,Medium (4-7),Red Zone,Trailing 8+,Late Half
OTT,4,2,6.0,6.0,335,-26.0,1,Nothing,Shotgun #3 D.Brown pass incomplete deep middle to #15 D.Rhymes thrown to TOR-20,6476,29-5	,Medium (4-7),Red Zone,Trailing 8+,Late Half
OTT,4,3,6.0,6.0,316,-26.0,1,Turnover On Downs,"Shotgun #3 D.Brown pass complete short right to #34 K.Laborn caught at TOR08, for 0 yards to the TOR06 (#23 B.Franklin), TURNOVER ON DOWNS",6476,29-6	,Medium (4-7),Red Zone,Trailing 8+,Late Half
TOR,4,1,10.0,104.0,297,26.0,0,Nothing,Shotgun #21 D.Adeboboye rush middle for 2 yards gain to the TOR08 (#99 K.Onyeka),6476,30-1	,Long (8+),Own Deep,Leading 8+,Late Half
TOR,4,2,8.0,102.0,258,26.0,0,Nothing,Shotgun #21 D.Adeboboye rush left for 1 yard gain to the TOR09 (#93 A.John),6476,30-2	,Long (8+),Own Deep,Leading 8+,Late Half
OTT,4,1,10.0,12.0,176,-26.0,1,Nothing,"Shotgun #3 D.Brown pass complete short right to #2 J.Hardy caught at TOR17, for 6 yards to the TOR06 (#40 R.Smith)",6476,31-1	,Long (8+),Red Zone,Trailing 8+,Late Half
OTT,4,2,4.0,6.0,163,-26.0,1,Touchdown,"Shotgun #3 D.Brown pass complete short left to #84 N.Mardner caught at TOR00, for 6 yards to the TOR00 TOUCHDOWN, clock 02:39, 1ST DOWN",6476,31-2	,Medium (4-7),Red Zone,Trailing 8+,Late Half
OTT,4,1,10.0,51.0,155,-18.0,1,Nothing,"Shotgun #3 D.Brown pass complete deep right to #83 K.Pimpleton caught at TOR22, for 38 yards to the TOR13 (#2 T.McFadden), 1ST DOWN",6476,33-1	,Long (8+),Midfield,Trailing 8+,Late Half
OTT,4,1,10.0,13.0,138,-18.0,1,Nothing,No Huddle-Shotgun #3 D.Brown pass incomplete short right to #83 K.Pimpleton thrown to TOR06 broken up by #23 B.Franklin,6476,33-2	,Long (8+),Red Zone,Trailing 8+,Late Half
OTT,4,2,10.0,13.0,130,-18.0,1,Nothing,"Shotgun #3 D.Brown pass incomplete deep left to #83 K.Pimpleton thrown to TOR-15 PENALTY OTT Holding, offence declined",6476,33-3	,Long (8+),Red Zone,Trailing 8+,Late Half
OTT,4,3,10.0,13.0,124,-18.0,1,Touchdown,"No Huddle-Shotgun #3 D.Brown pass complete deep left to #2 J.Hardy caught at TOR-09, for 13 yards to the TOR00 TOUCHDOWN, clock 02:04, 1ST DOWN",6476,33-4	,Long (8+),Red Zone,Trailing 8+,Late Half
OTT,4,1,10.0,58.0,118,-10.0,1,Nothing,"Shotgun #3 D.Brown pass complete short right to #83 K.Pimpleton caught at TOR52, for 15 yards to the TOR43 (#99 R.Holley), 1ST DOWN",6476,35-1	,Long (8+),Midfield,Trailing 8+,2-min
OTT,4,1,10.0,43.0,100,-10.0,1,Nothing,"No Huddle-Shotgun #3 D.Brown pass complete short right to #83 K.Pimpleton caught at TOR38, for 12 yards to the TOR31 (#1 T.Adeleke), 1ST DOWN",6476,35-2	,Long (8+),Midfield,Trailing 8+,2-min
OTT,4,1,10.0,31.0,87,-10.0,1,Nothing,Shotgun #3 D.Brown pass incomplete short left to #83 K.Pimpleton thrown to TOR22,6476,35-3	,Long (8+),Opponent Territory,Trailing 8+,2-min
OTT,4,2,10.0,31.0,82,-10.0,1,Nothing,Shotgun #3 D.Brown pass incomplete short right to #0 B.Addison thrown to TOR23,6476,35-4	,Long (8+),Opponent Territory,Trailing 8+,2-min
OTT,4,1,10.0,98.0,29,-7.0,1,Nothing,"Shotgun #3 D.Brown pass complete deep middle to #2 J.Hardy caught at OTT34, for 23 yards to the OTT35 (#27 M.Milton), 1ST DOWN",6476,38-1	,Long (8+),Own Deep,Trailing 1-7,2-min
OTT,4,1,10.0,75.0,19,-7.0,1,LossOfYards,No Huddle-Shotgun #3 D.Brown sacked for loss of 11 yards to the OTT24 (#97 D.Parish),6476,38-2	,Long (8+),Own Territory,Trailing 1-7,2-min
OTT,4,2,21.0,86.0,8,-7.0,1,Nothing,"No Huddle-Shotgun #3 D.Brown pass complete short right to #34 K.Laborn caught at OTT31, for 13 yards to the OTT37 (#48 W.McManis)",6476,38-3	,Long (8+),Own Deep,Trailing 1-7,2-min
OTT,4,3,8.0,73.0,0,-7.0,1,Nothing,"No Huddle-Shotgun #3 D.Brown pass complete deep left to #2 J.Hardy caught at TOR52, for 35 yards to the TOR38 fumbled by #2 J.Hardy at TOR45 recovered by OTT #68 E.Starczala at TOR45 advances 7 yards to the TOR38 (#40 R.Smith), 1ST DOWN",6476,38-4	,Long (8+),Own Territory,Trailing 1-7,2-min
BC,1,1,10.0,60.0,1785,0.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete deep left to #18 J.McInnis caught at MTL19, for 43 yards to the MTL17 (#24 M.Dequoy), 1ST DOWN",6477,1-1	,Long (8+),Midfield,Tied,Early Half
BC,1,1,10.0,17.0,1743,0.0,1,Nothing,Shotgun #3 V.Adams Jr. pass incomplete deep left to #19 A.Eberhardt thrown to MTL-18,6477,1-2	,Long (8+),Red Zone,Tied,Early Half
BC,1,2,10.0,17.0,1718,0.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short middle to #4 K.Hatcher caught at MTL03, for 14 yards to the MTL03 (#24 M.Dequoy), 1ST DOWN",6477,1-3	,Long (8+),Red Zone,Tied,Early Half
BC,1,1,3.0,3.0,1675,0.0,0,Nothing,Shotgun #31 W.Stanback rush right for 2 yards gain to the MTL01 (#95 D.Wiggan),6477,1-4	,Short (1-3),Red Zone,Tied,Early Half
BC,1,2,1.0,1.0,1637,0.0,0,Touchdown,"#3 V.Adams Jr. rush left for 1 yard gain to the MTL00 TOUCHDOWN, clock 12:14",6477,1-5	,Short (1-3),Red Zone,Tied,Early Half
MTL,1,1,10.0,73.0,1593,-7.0,0,Nothing,Shotgun #21 S.Thomas Erlington rush right for 2 yards gain to the MTL39 (#8 J.Edwards-Cooper),6477,3-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
MTL,1,2,8.0,71.0,1560,-7.0,1,Penalty,"Shotgun #7 C.Fajardo pass complete short middle to #17 C.Spieker caught at MTL47, for 8 yards to the MTL47 (#48 R.Varga) PENALTY MTL Offside (#85 T.Snead) 5 yards from MTL39 to MTL34. NO PLAY",6477,3-2	,Long (8+),Own Territory,Trailing 1-7,Early Half
MTL,1,2,13.0,76.0,1543,-7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #14 C.Rambo caught at MTL34, for 5 yards to the MTL39 (#48 R.Varga). #65 J.Donovan injured on the play",6477,3-3	,Long (8+),Own Territory,Trailing 1-7,Early Half
BC,1,1,10.0,70.0,1496,7.0,0,Nothing,Shotgun #31 W.Stanback rush left for 6 yards gain to the BC46 (#99 A.Moultrie),6477,4-1	,Long (8+),Own Territory,Leading 1-7,Early Half
BC,1,2,4.0,64.0,1455,7.0,0,Nothing,"Shotgun #3 V.Adams Jr. rush left for 8 yards gain to the BC54, End Of Play, 1ST DOWN",6477,4-2	,Medium (4-7),Own Territory,Leading 1-7,Early Half
BC,1,1,10.0,56.0,1425,7.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short left to #18 J.McInnis caught at MTL52, for 4 yards to the MTL52 (#37 W.Sutton)",6477,4-3	,Long (8+),Midfield,Leading 1-7,Early Half
BC,1,2,6.0,52.0,1390,7.0,1,Nothing,Shotgun #3 V.Adams Jr. pass incomplete short left to #31 W.Stanback thrown to MTL46 PENALTY BC Offside declined,6477,4-4	,Medium (4-7),Midfield,Leading 1-7,Early Half
MTL,1,1,10.0,94.0,1366,-7.0,0,Nothing,Shotgun #21 S.Thomas Erlington rush middle for 8 yards gain to the MTL24 (#48 R.Varga),6477,5-1	,Long (8+),Own Deep,Trailing 1-7,Early Half
MTL,1,2,2.0,86.0,1329,-7.0,0,Nothing,Shotgun #21 S.Thomas Erlington rush left for 2 yards loss to the MTL22 (#90 M.Betts),6477,5-2	,Short (1-3),Own Deep,Trailing 1-7,Early Half
BC,1,1,10.0,65.0,1253,7.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #31 W.Stanback caught at BC43, for 0 yards to the BC45 (#26 T.Beverette)",6477,6-1	,Long (8+),Own Territory,Leading 1-7,Early Half
BC,1,2,10.0,65.0,1211,7.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #4 K.Hatcher caught at MTL53, for 13 yards to the MTL52 (#37 W.Sutton), 1ST DOWN",6477,6-2	,Long (8+),Own Territory,Leading 1-7,Early Half
BC,1,1,10.0,52.0,1178,7.0,1,Touchdown,"No Huddle-Shotgun #3 V.Adams Jr. pass complete deep left to #83 S.Berryhill III caught at MTL08, for 52 yards to the MTL00 TOUCHDOWN, clock 04:32, 1ST DOWN",6477,6-3	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,1,1,10.0,68.0,1122,-14.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #21 S.Thomas Erlington caught at MTL46, for 9 yards to the MTL51 (#8 J.Edwards-Cooper), out of bounds",6477,8-1	,Long (8+),Own Territory,Trailing 8+,Early Half
MTL,1,2,1.0,59.0,1094,-14.0,0,Nothing,"#7 C.Fajardo rush middle for 2 yards gain to the MTL53 (#56 C.Covington), 1ST DOWN",6477,8-2	,Short (1-3),Midfield,Trailing 8+,Early Half
MTL,1,1,10.0,57.0,1052,-14.0,0,Nothing,Shotgun #21 S.Thomas Erlington rush right for 2 yards gain to the MTL55 (#48 R.Varga) PENALTY MTL Unnecessary roughness (#66 P.Lestage) 15 yards from MTL55 to MTL40,6477,8-3	,Long (8+),Midfield,Trailing 8+,Early Half
MTL,1,2,23.0,70.0,1036,-14.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short middle to #21 S.Thomas Erlington caught at MTL41, for 6 yards to the MTL46 (#48 R.Varga)",6477,8-4	,Long (8+),Own Territory,Trailing 8+,Early Half
BC,1,1,10.0,87.0,957,14.0,0,Nothing,Shotgun #31 W.Stanback rush right for 8 yards gain to the BC31 (#12 N.Murray),6477,9-1	,Long (8+),Own Deep,Leading 8+,Early Half
BC,1,2,2.0,79.0,916,14.0,0,Nothing,"Shotgun #31 W.Stanback rush left for 3 yards gain to the BC34 (#12 N.Murray), 1ST DOWN",6477,9-2	,Short (1-3),Own Territory,Leading 8+,Early Half
BC,1,1,10.0,76.0,900,14.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #19 A.Eberhardt caught at BC43, for 11 yards to the BC45, out of bounds at BC45, 1ST DOWN",6477,9-3	,Long (8+),Own Territory,Leading 8+,Early Half
BC,2,1,10.0,65.0,889,14.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short left to #4 K.Hatcher caught at BC44, for 4 yards to the BC49 (#48 K.Ento)",6477,9-4	,Long (8+),Own Territory,Leading 8+,Early Half
BC,2,2,6.0,61.0,849,14.0,0,Nothing,"Shotgun #3 V.Adams Jr. rush left for 6 yards gain to the BC55 (#96 L.Uguak), 1ST DOWN",6477,9-5	,Medium (4-7),Own Territory,Leading 8+,Early Half
BC,2,1,10.0,55.0,808,14.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short left to #13 A.Hollins caught at MTL50, for 6 yards to the MTL49 (#26 T.Beverette), out of bounds",6477,9-6	,Long (8+),Midfield,Leading 8+,Early Half
BC,2,2,4.0,49.0,767,14.0,0,Nothing,"No Huddle-Shotgun #31 W.Stanback rush left for 5 yards gain to the MTL44 (#43 L.Burns), 1ST DOWN",6477,9-7	,Medium (4-7),Midfield,Leading 8+,Early Half
BC,2,1,10.0,44.0,722,14.0,0,Nothing,Shotgun #31 W.Stanback rush right for 4 yards gain to the MTL40 (#23 A.Ellis),6477,9-8	,Long (8+),Midfield,Leading 8+,Early Half
BC,2,2,6.0,40.0,679,14.0,0,Nothing,Shotgun #3 V.Adams Jr. rush middle for 5 yards gain to the MTL35 (#23 A.Ellis),6477,9-9	,Medium (4-7),Opponent Territory,Leading 8+,Early Half
BC,2,3,1.0,35.0,632,14.0,0,Nothing,"#34 D.Mackie rush left for 5 yards gain to the MTL30 (#1 D.Sankey), 1ST DOWN",6477,9-10	,Short (1-3),Opponent Territory,Leading 8+,Early Half
BC,2,1,10.0,30.0,590,14.0,1,LossOfYards,Shotgun #3 V.Adams Jr. sacked for loss of 3 yards to the MTL33 (#42 T.Richards),6477,9-11	,Long (8+),Opponent Territory,Leading 8+,Late Half
BC,2,2,13.0,33.0,543,14.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short middle to #18 J.McInnis caught at MTL27, for 7 yards to the MTL26 (#48 K.Ento)",6477,9-12	,Long (8+),Opponent Territory,Leading 8+,Late Half
MTL,2,1,10.0,70.0,482,-17.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete short left to #39 D.Dallaire thrown to MTL40,6477,10-1	,Long (8+),Own Territory,Trailing 8+,Late Half
MTL,2,2,10.0,70.0,459,-17.0,1,LossOfYards,Shotgun #7 C.Fajardo sacked for loss of 10 yards to the MTL30 (#90 M.Betts),6477,10-2	,Long (8+),Own Territory,Trailing 8+,Late Half
BC,2,1,10.0,73.0,384,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short left to #31 W.Stanback caught at BC35, for 6 yards to the BC43 (#1 D.Sankey)",6477,11-1	,Long (8+),Own Territory,Leading 8+,Late Half
BC,2,2,4.0,67.0,338,17.0,1,Nothing,Shotgun #3 V.Adams Jr. pass incomplete short left to #13 A.Hollins thrown to MTL48,6477,11-2	,Medium (4-7),Own Territory,Leading 8+,Late Half
MTL,2,1,10.0,63.0,301,-17.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at MTL46, for 16 yards to the BC47 (#48 R.Varga), 1ST DOWN. #1 G.Peters injured on the play",6477,12-1	,Long (8+),Own Territory,Trailing 8+,Late Half
MTL,2,1,10.0,47.0,268,-17.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #85 T.Snead caught at BC44, for 20 yards to the BC27 (#33 E.Rugamba), out of bounds, 1ST DOWN",6477,12-2	,Long (8+),Midfield,Trailing 8+,Late Half
MTL,2,1,10.0,27.0,245,-17.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #85 T.Snead caught at BC26, for 3 yards to the BC24 (#21 R.Kent Jr.)",6477,12-3	,Long (8+),Opponent Territory,Trailing 8+,Late Half
MTL,2,2,7.0,24.0,202,-17.0,0,Nothing,"Shotgun #7 C.Fajardo rush right for 14 yards gain to the BC10 (#33 E.Rugamba), out of bounds, 1ST DOWN",6477,12-4	,Medium (4-7),Opponent Territory,Trailing 8+,Late Half
MTL,2,1,10.0,10.0,178,-17.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at BC06, for 8 yards to the BC02 (#24 P.Rene)",6477,12-5	,Long (8+),Red Zone,Trailing 8+,Late Half
MTL,2,2,2.0,2.0,154,-17.0,1,LossOfYards,#4 D.Davis sacked for loss of 1 yard to the BC03 (#46 B.Hladik),6477,12-6	,Short (1-3),Red Zone,Trailing 8+,Late Half
MTL,2,3,3.0,3.0,129,-17.0,1,Turnover On Downs,"Shotgun #7 C.Fajardo pass incomplete short left to #14 C.Rambo thrown to BC-15, TURNOVER ON DOWNS",6477,12-7	,Short (1-3),Red Zone,Trailing 8+,Late Half
BC,2,1,12.0,109.0,124,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete deep right to #18 J.McInnis caught at BC22, for 25 yards to the BC26 (#24 M.Dequoy), 1ST DOWN",6477,13-2	,Long (8+),Own Deep,Leading 8+,Late Half
BC,2,1,10.0,84.0,109,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #19 A.Eberhardt caught at BC42, for 18 yards to the BC44 (#43 L.Burns), 1ST DOWN",6477,13-3	,Long (8+),Own Deep,Leading 8+,2-min
BC,2,1,10.0,66.0,88,17.0,1,Nothing,Shotgun #3 V.Adams Jr. pass incomplete deep middle to #18 J.McInnis thrown to MTL23,6477,13-4	,Long (8+),Own Territory,Leading 8+,2-min
BC,2,2,10.0,66.0,82,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short left to #19 A.Eberhardt caught at BC54, for 10 yards to the BC54 (#22 D.Ruffin), 1ST DOWN",6477,13-5	,Long (8+),Own Territory,Leading 8+,2-min
BC,2,1,10.0,56.0,58,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #83 S.Berryhill III caught at MTL50, for 11 yards to the MTL45 (#22 D.Ruffin), out of bounds, 1ST DOWN",6477,13-6	,Long (8+),Midfield,Leading 8+,2-min
BC,2,1,10.0,45.0,51,17.0,1,Interception,"Shotgun #3 V.Adams Jr. pass intercepted by #37 W.Sutton at MTL08 #37 W.Sutton return 0 yards to the MTL08 (#13 A.Hollins), out of bounds. BC is challenging the ruling on the field - ""Pass interference"". PLAY STANDS",6477,13-7	,Long (8+),Midfield,Leading 8+,2-min
MTL,2,1,10.0,102.0,43,-17.0,0,Nothing,"Shotgun #21 S.Thomas Erlington rush middle for 10 yards gain to the MTL18 (#48 R.Varga), 1ST DOWN",6477,14-1	,Long (8+),Own Deep,Trailing 8+,2-min
MTL,2,1,10.0,92.0,19,-17.0,0,Nothing,Shotgun #21 S.Thomas Erlington rush middle for 3 yards loss to the MTL15 (#92 J.Banks),6477,14-2	,Long (8+),Own Deep,Trailing 8+,2-min
MTL,3,1,10.0,70.0,1783,-17.0,1,Nothing,"Shotgun #10 D.Alexander pass complete short right to #17 C.Spieker caught at MTL38, for 6 yards to the MTL46 (#21 R.Kent Jr.)",6477,16-1	,Long (8+),Own Territory,Trailing 8+,Early Half
MTL,3,2,4.0,64.0,1742,-17.0,1,Nothing,Shotgun #10 D.Alexander pass incomplete deep left to #17 C.Spieker thrown to BC23,6477,16-2	,Medium (4-7),Own Territory,Trailing 8+,Early Half
BC,3,1,10.0,81.0,1686,17.0,1,Nothing,"Shotgun #3 V.Adams Jr. pass complete short right to #4 K.Hatcher caught at BC31, for 4 yards to the BC33 (#37 W.Sutton)",6477,17-1	,Long (8+),Own Deep,Leading 8+,Early Half
BC,3,2,6.0,77.0,1649,17.0,1,Nothing,Shotgun #3 V.Adams Jr. pass incomplete short left to #18 J.McInnis thrown to BC52,6477,17-2	,Medium (4-7),Own Territory,Leading 8+,Early Half
MTL,3,1,10.0,65.0,1598,-17.0,1,Nothing,"Shotgun #10 D.Alexander pass complete short left to #14 C.Rambo caught at MTL50, for 6 yards to the MTL51 (#8 J.Edwards-Cooper)",6477,18-1	,Long (8+),Own Territory,Trailing 8+,Early Half
MTL,3,2,4.0,59.0,1562,-17.0,1,Nothing,Shotgun #10 D.Alexander pass incomplete short left to #85 T.Snead thrown to BC47,6477,18-2	,Medium (4-7),Midfield,Trailing 8+,Early Half
