possession_team,quarter,down,yards_to_go,yards_to_endzone,seconds_in_half_remaining,score_diff_offense,called_pass,play_result,description,cfl_game_id,play_id,distance_bucket,field_bucket,score_bucket,time_bucket
BC,4,3,1.0,49.0,270,-5.0,0,Nothing,"#34 D.Mackie rush right for 5 yards gain to the EDM40 (#41 E.Brown), 1ST DOWN",6413,26-5	,Short (1-3),Midfield,Trailing 1-7,Late Half
BC,4,1,10.0,40.0,228,-5.0,0,Nothing,Shotgun #3 V.Adams Jr. rush middle for 4 yards gain to the EDM36 (#94 E.Black),6413,26-6	,Long (8+),Opponent Territory,Trailing 1-7,Late Half
BC,4,2,6.0,36.0,183,-5.0,1,Penalty,"Shotgun #3 V.Adams Jr. pass incomplete deep left to #19 A.Eberhardt thrown to EDM05 broken up by #32 L.O'Neal Jr., 1ST DOWN, PENALTY EDM Pass interference, defense (#32 L.O'Neal Jr.) 31 yard from EDM36 to EDM05, 1ST DOWN. NO PLAY. BC is challenging the ruling on the field - ""Pass interference"". PLAY OVERTURNED. (Original Play: (03:03) Shotgun #3 V.Adams Jr. pass incomplete deep left to #19 A.Eberhardt thrown to EDM05 broken up by #32 L.O'Neal Jr., 1ST DOWN, PENALTY EDM Pass interference, defense (#32 L.O'Neal Jr.) 31 yard from EDM36 to EDM05, 1ST DOWN. NO PLAY)",6413,26-7	,Medium (4-7),Opponent Territory,Trailing 1-7,Late Half
BC,4,1,5.0,5.0,158,-5.0,0,Nothing,"Shotgun #3 V.Adams Jr. rush middle for 4 yards gain to the EDM01 (#45 N.Morgan). The previous play is under automatic review - ""Runner was down by contact"". PLAY STANDS",6413,26-8	,Medium (4-7),Red Zone,Trailing 1-7,Late Half
BC,4,2,1.0,1.0,143,-5.0,0,Touchdown,"#34 D.Mackie rush middle for 1 yard gain to the EDM00 TOUCHDOWN, clock 02:24 PENALTY EDM Offside declined",6413,26-9	,Short (1-3),Red Zone,Trailing 1-7,Late Half
EDM,4,1,10.0,74.0,136,-3.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass incomplete deep left to #17 D.Mitchell thrown to BC37. The previous play is under automatic review - ""Pass interference"". PLAY STANDS",6413,28-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
EDM,4,2,10.0,74.0,130,-3.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short left to #17 D.Mitchell caught at EDM47, for 23 yards to the BC51 (#17 C.Evans), 1ST DOWN",6413,28-2	,Long (8+),Own Territory,Trailing 1-7,Late Half
EDM,4,1,10.0,51.0,105,-3.0,1,Nothing,"Shotgun #10 M.Bethel-Thompson pass complete short right to #19 K.Gittens Jr. caught at BC46, for 6 yards to the BC45 (#24 P.Rene)",6413,28-3	,Long (8+),Midfield,Trailing 1-7,2-min
EDM,4,2,4.0,45.0,80,-3.0,1,Nothing,Shotgun #10 M.Bethel-Thompson pass incomplete short left to #86 A.Smith thrown to BC35,6413,28-4	,Medium (4-7),Midfield,Trailing 1-7,2-min
BC,4,1,10.0,81.0,64,0.0,0,Nothing,"Shotgun #3 V.Adams Jr. rush left for 8 yards gain to the BC37, End Of Play",6413,30-1	,Long (8+),Own Deep,Tied,2-min
BC,4,2,2.0,73.0,47,0.0,1,Penalty,"Shotgun #3 V.Adams Jr. pass complete short middle to #19 A.Eberhardt caught at BC43, for 13 yards to the BC50 (#45 N.Morgan), 1ST DOWN, PENALTY EDM Face mask (#45 N.Morgan) 15 yards from BC50 to EDM45, 1ST DOWN",6413,30-2	,Short (1-3),Own Territory,Tied,2-min
BC,4,1,10.0,45.0,42,0.0,0,Nothing,Shotgun #3 V.Adams Jr. rush middle for 2 yards gain to the EDM43 (#45 N.Morgan),6413,30-3	,Long (8+),Midfield,Tied,2-min
BC,4,2,8.0,43.0,16,0.0,0,Nothing,"Shotgun #31 W.Stanback rush middle for 8 yards gain to the EDM35 (#41 E.Brown), 1ST DOWN",6413,30-4	,Long (8+),Midfield,Tied,2-min
TOR,1,1,10.0,78.0,1774,0.0,0,Nothing,Shotgun #11 C.Dukes rush left for 8 yards gain to the TOR40 (#48 K.Ento),6414,1-1	,Long (8+),Own Territory,Tied,Early Half
TOR,1,2,2.0,70.0,1736,0.0,0,Nothing,Shotgun #25 K.Carey rush left for 1 yard loss to the TOR39 (#91 I.Adeyemi-Berglund),6414,1-2	,Short (1-3),Own Territory,Tied,Early Half
MTL,1,1,10.0,78.0,1672,0.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #11 K.Julien-Grant caught at MTL31, for 5 yards to the MTL37 (#28 M.Pierce)",6414,2-1	,Long (8+),Own Territory,Tied,Early Half
MTL,1,2,5.0,73.0,1638,0.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #17 C.Spieker caught at MTL40, for 4 yards to the MTL41 (#23 B.Franklin)",6414,2-2	,Medium (4-7),Own Territory,Tied,Early Half
MTL,1,3,1.0,69.0,1598,0.0,0,Turnover On Downs,"#5 C.Evans rush middle for 0 yards to the MTL41 (#48 W.McManis), TURNOVER ON DOWNS",6414,2-3	,Short (1-3),Own Territory,Tied,Early Half
TOR,1,1,10.0,41.0,1572,0.0,0,Nothing,"Shotgun #25 K.Carey rush left for 16 yards gain to the MTL25 (#12 N.Murray), 1ST DOWN",6414,3-1	,Long (8+),Midfield,Tied,Early Half
TOR,1,1,10.0,25.0,1537,0.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short left to #88 R.Bailey caught at MTL18, for 10 yards to the MTL15 (#26 T.Beverette), 1ST DOWN",6414,3-2	,Long (8+),Opponent Territory,Tied,Early Half
TOR,1,1,10.0,15.0,1493,0.0,0,Nothing,Shotgun #25 K.Carey rush middle for 1 yard gain to the MTL14 (#31 T.Wall),6414,3-3	,Long (8+),Red Zone,Tied,Early Half
TOR,1,2,14.0,19.0,1437,0.0,1,Nothing,Shotgun #11 C.Dukes pass incomplete short left to #86 D.Coxie thrown to MTL15 broken up by #94 M.Johnson,6414,3-5	,Long (8+),Red Zone,Tied,Early Half
MTL,1,1,10.0,70.0,1412,-3.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #6 T.Philpot caught at MTL38, for 5 yards to the MTL45 (#13 L.Johnson)",6414,4-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
MTL,1,2,5.0,65.0,1375,-3.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #6 T.Philpot caught at MTL50, for 13 yards to the TOR52 (#48 W.McManis), out of bounds, 1ST DOWN",6414,4-2	,Medium (4-7),Own Territory,Trailing 1-7,Early Half
MTL,1,1,10.0,52.0,1352,-3.0,0,Nothing,Shotgun #25 W.Fletcher rush middle for 2 yards gain to the TOR50 (#94 J.Ceresna),6414,4-3	,Long (8+),Midfield,Trailing 1-7,Early Half
MTL,1,2,8.0,50.0,1312,-3.0,0,Nothing,"Shotgun #7 C.Fajardo rush left for 10 yards gain to the TOR40 (#23 B.Franklin), out of bounds, 1ST DOWN",6414,4-4	,Long (8+),Midfield,Trailing 1-7,Early Half
MTL,1,1,10.0,40.0,1287,-3.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #89 J.Letcher Jr. caught at TOR41, for 2 yards to the TOR38 (#91 J.Brinkman)",6414,4-5	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
MTL,1,2,8.0,38.0,1244,-3.0,1,Touchdown,"Shotgun #7 C.Fajardo pass complete short middle to #6 T.Philpot caught at TOR26, for 38 yards to the TOR00 TOUCHDOWN, clock 05:37, 1ST DOWN",6414,4-6	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
TOR,1,1,10.0,68.0,1194,-4.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #81 T.Nield caught at TOR41, for 4 yards to the TOR46 (#95 D.Wiggan)",6414,6-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
TOR,1,2,6.0,64.0,1153,-4.0,0,Nothing,"Shotgun #11 C.Dukes rush middle for 7 yards gain to the TOR53 (#1 D.Sankey), 1ST DOWN",6414,6-2	,Medium (4-7),Own Territory,Trailing 1-7,Early Half
TOR,1,1,10.0,57.0,1111,-4.0,1,Nothing,Shotgun #11 C.Dukes pass incomplete short left to #25 K.Carey thrown to TOR52,6414,6-3	,Long (8+),Midfield,Trailing 1-7,Early Half
TOR,1,2,10.0,57.0,1090,-4.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short left to #17 R.Sindani caught at MTL50, for 16 yards to the MTL41 (#12 N.Murray), out of bounds, 1ST DOWN",6414,6-4	,Long (8+),Midfield,Trailing 1-7,Early Half
TOR,1,1,10.0,41.0,1064,-4.0,0,Nothing,Shotgun #25 K.Carey rush left for 9 yards gain to the MTL32 (#31 T.Wall),6414,6-5	,Long (8+),Midfield,Trailing 1-7,Early Half
TOR,1,2,1.0,32.0,1037,-4.0,0,Nothing,"#11 C.Dukes rush middle for 3 yards gain to the MTL29 (#31 T.Wall), 1ST DOWN",6414,6-6	,Short (1-3),Opponent Territory,Trailing 1-7,Early Half
TOR,1,1,10.0,29.0,1000,-4.0,1,Nothing,Shotgun #11 C.Dukes pass incomplete short left to #86 D.Coxie thrown to MTL25,6414,6-7	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
TOR,1,2,10.0,29.0,978,-4.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short left to #24 D.McMahon caught at MTL29, for 14 yards to the MTL15 (#24 M.Dequoy), 1ST DOWN",6414,6-8	,Long (8+),Opponent Territory,Trailing 1-7,Early Half
TOR,1,1,10.0,15.0,949,-4.0,1,Nothing,No Huddle-Shotgun #11 C.Dukes pass incomplete short left to #88 R.Bailey thrown to MTL15,6414,6-9	,Long (8+),Red Zone,Trailing 1-7,Early Half
TOR,1,2,10.0,15.0,930,-4.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short left to #86 D.Coxie caught at MTL12, for 6 yards to the MTL09 (#8 N.Lyon), out of bounds",6414,6-10	,Long (8+),Red Zone,Trailing 1-7,Early Half
MTL,2,1,10.0,70.0,895,1.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #11 K.Julien-Grant caught at MTL36, for 0 yards to the MTL40 (#48 W.McManis)",6414,7-1	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,2,2,10.0,70.0,849,1.0,1,LossOfYards,Shotgun #7 C.Fajardo sacked for loss of 10 yards to the MTL30 (#95 J.Williams),6414,7-2	,Long (8+),Own Territory,Leading 1-7,Early Half
TOR,2,1,10.0,73.0,782,-1.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #17 R.Sindani caught at TOR38, for 8 yards to the TOR45 (#12 N.Murray), out of bounds",6414,8-1	,Long (8+),Own Territory,Trailing 1-7,Early Half
TOR,2,2,2.0,65.0,764,-1.0,0,Nothing,Shotgun #21 D.Adeboboye rush left for 1 yard loss to the TOR44 (#94 M.Johnson),6414,8-2	,Short (1-3),Own Territory,Trailing 1-7,Early Half
MTL,2,1,10.0,77.0,706,1.0,0,Nothing,Shotgun #25 W.Fletcher rush left for 2 yards loss to the MTL31 (#30 J.Jones). #20 Q.Mauger injured on the play,6414,9-1	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,2,2,12.0,79.0,678,1.0,1,Penalty,"Shotgun #7 C.Fajardo pass complete short right to #25 W.Fletcher caught at MTL32, for 1 yard to the MTL32 (#40 R.Smith) PENALTY TOR Tripping (#90 T.Hansen) 10 yards from MTL31 to MTL41. NO PLAY. MTL is challenging the ruling on the field - ""Penalty"". PLAY OVERTURNED. (Original Play: (11:18) Shotgun #7 C.Fajardo pass complete short right to #25 W.Fletcher caught at MTL32, for 1 yard to the MTL32 (#40 R.Smith) PENALTY TOR Tripping (#90 T.Hansen) 10 yards from MTL31 to MTL41. NO PLAY)",6414,9-2	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,2,2,2.0,69.0,624,1.0,0,Nothing,Shotgun #25 W.Fletcher rush right for 2 yards loss to the MTL39 (#40 R.Smith),6414,9-3	,Short (1-3),Own Territory,Leading 1-7,Early Half
TOR,2,1,10.0,78.0,569,-1.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #15 M.Polk caught at TOR33, for 1 yard to the TOR33, out of bounds at TOR33",6414,10-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
TOR,2,2,9.0,77.0,542,-1.0,1,Nothing,Shotgun #11 C.Dukes pass incomplete short left to #17 R.Sindani thrown to TOR38,6414,10-2	,Long (8+),Own Territory,Trailing 1-7,Late Half
MTL,2,1,10.0,77.0,506,1.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #25 W.Fletcher caught at MTL33, for 10 yards to the MTL43 (#13 L.Johnson), out of bounds",6414,11-1	,Long (8+),Own Territory,Leading 1-7,Late Half
MTL,2,2,1.0,87.0,494,1.0,0,Nothing,"#7 C.Fajardo rush middle for 2 yards gain to the MTL45 (#28 M.Pierce), 1ST DOWN",6414,11-2	,Short (1-3),Own Deep,Leading 1-7,Late Half
MTL,2,1,10.0,65.0,456,1.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short middle to #17 C.Spieker caught at MTL50, for 12 yards to the TOR53 (#20 Q.Mauger), 1ST DOWN",6414,11-3	,Long (8+),Own Territory,Leading 1-7,Late Half
MTL,2,1,10.0,53.0,416,1.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at TOR54, for 7 yards to the TOR46 (#48 W.McManis)",6414,11-4	,Long (8+),Midfield,Leading 1-7,Late Half
MTL,2,2,3.0,46.0,377,1.0,1,Penalty,"Shotgun #7 C.Fajardo pass complete short right to #14 C.Rambo caught at TOR41, for 7 yards to the TOR39 (#8 D.Amos), out of bounds PENALTY TOR Illegal block, offence (#92 D.Knight) 10 yards from TOR46 to TOR36, 1ST DOWN. NO PLAY",6414,11-5	,Short (1-3),Midfield,Leading 1-7,Late Half
MTL,2,1,10.0,36.0,357,1.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at TOR40, for 6 yards to the TOR30 (#9 R.Metchie), out of bounds",6414,11-6	,Long (8+),Opponent Territory,Leading 1-7,Late Half
MTL,2,2,4.0,30.0,333,1.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete short right to #11 K.Julien-Grant thrown to TOR26 broken up by #23 B.Franklin,6414,11-7	,Medium (4-7),Opponent Territory,Leading 1-7,Late Half
TOR,2,1,10.0,70.0,297,-4.0,0,Nothing,Shotgun #25 K.Carey rush middle for 5 yards gain to the TOR45 (#1 D.Sankey),6414,12-1	,Long (8+),Own Territory,Trailing 1-7,Late Half
TOR,2,2,5.0,65.0,264,-4.0,0,Nothing,Shotgun #25 K.Carey rush middle for 4 yards gain to the TOR49 (#19 G.Cantin-Arku),6414,12-2	,Medium (4-7),Own Territory,Trailing 1-7,Late Half
TOR,2,3,1.0,61.0,238,-4.0,0,Nothing,"No Huddle #11 C.Dukes rush middle for 2 yards gain to the TOR51 (#1 D.Sankey), 1ST DOWN",6414,12-3	,Short (1-3),Own Territory,Trailing 1-7,Late Half
TOR,2,1,10.0,59.0,202,-4.0,0,Nothing,Shotgun #25 K.Carey rush left for 7 yards gain to the MTL52 (#1 D.Sankey),6414,12-4	,Long (8+),Midfield,Trailing 1-7,Late Half
TOR,2,2,3.0,52.0,160,-4.0,1,LossOfYards,Shotgun #11 C.Dukes sacked for loss of 7 yards to the TOR51 (#19 G.Cantin-Arku),6414,12-5	,Short (1-3),Midfield,Trailing 1-7,Late Half
MTL,2,1,10.0,54.0,130,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #17 C.Spieker caught at TOR51, for 11 yards to the TOR43 (#28 M.Pierce), out of bounds, 1ST DOWN",6414,13-1	,Long (8+),Midfield,Leading 1-7,Late Half
MTL,2,1,10.0,43.0,123,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #6 T.Philpot caught at TOR40, for 11 yards to the TOR32 (#20 Q.Mauger), 1ST DOWN",6414,13-2	,Long (8+),Midfield,Leading 1-7,Late Half
MTL,2,1,10.0,32.0,98,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #39 D.Dallaire caught at TOR30, for 3 yards to the TOR29 (#13 L.Johnson)",6414,13-3	,Long (8+),Opponent Territory,Leading 1-7,2-min
MTL,2,2,7.0,29.0,75,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short middle to #17 C.Spieker caught at TOR24, for 9 yards to the TOR20 (#20 Q.Mauger), 1ST DOWN",6414,13-4	,Medium (4-7),Opponent Territory,Leading 1-7,2-min
MTL,2,1,10.0,20.0,56,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #14 C.Rambo caught at TOR20, for 11 yards to the TOR09 (#23 B.Franklin), 1ST DOWN",6414,13-5	,Long (8+),Red Zone,Leading 1-7,2-min
MTL,2,1,9.0,9.0,31,4.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete short left to #11 K.Julien-Grant thrown to TOR04,6414,13-6	,Long (8+),Red Zone,Leading 1-7,2-min
MTL,2,2,9.0,9.0,29,4.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short middle to #39 D.Dallaire caught at TOR08, for 7 yards to the TOR02 (#48 W.McManis)",6414,13-7	,Long (8+),Red Zone,Leading 1-7,2-min
MTL,3,1,10.0,70.0,1775,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #25 W.Fletcher caught at MTL35, for 4 yards to the MTL44 (#48 W.McManis). #7 C.Fajardo injured on the play",6414,16-1	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,3,2,6.0,66.0,1728,7.0,1,LossOfYards,"Shotgun #5 C.Evans sacked for loss of 8 yards to the MTL36 (#20 Q.Mauger) PENALTY TOR Face mask (#40 R.Smith) 15 yards from MTL44 to TOR51, 1ST DOWN. NO PLAY",6414,16-2	,Medium (4-7),Own Territory,Leading 1-7,Early Half
MTL,3,1,10.0,51.0,1705,7.0,1,Nothing,Shotgun #5 C.Evans pass incomplete short middle to #84 R.White Jr. thrown to TOR45,6414,16-3	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,3,2,10.0,51.0,1684,7.0,1,Penalty,"Shotgun #5 C.Evans pass complete short middle to #17 C.Spieker caught at TOR52, for 5 yards to the TOR46 (#91 J.Brinkman) PENALTY TOR Roughing the passer (#94 J.Ceresna) 15 yards from TOR46 to TOR31, 1ST DOWN. #20 Q.Mauger injured on the play",6414,16-4	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,3,1,10.0,31.0,1658,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at TOR21, for 17 yards to the TOR14 (#13 L.Johnson), 1ST DOWN",6414,16-5	,Long (8+),Opponent Territory,Leading 1-7,Early Half
MTL,3,1,10.0,14.0,1624,7.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete short left to #11 K.Julien-Grant thrown to TOR-05 broken up by #41 J.Edouard,6414,16-6	,Long (8+),Red Zone,Leading 1-7,Early Half
MTL,3,2,10.0,14.0,1606,7.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete deep middle to #84 R.White Jr. thrown to TOR-18,6414,16-7	,Long (8+),Red Zone,Leading 1-7,Early Half
TOR,3,1,10.0,70.0,1579,-10.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #81 T.Nield caught at TOR45, for 6 yards to the TOR46 (#30 B.Cosby)",6414,17-1	,Long (8+),Own Territory,Trailing 8+,Early Half
TOR,3,2,4.0,64.0,1557,-10.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #17 R.Sindani caught at TOR54, for 8 yards to the TOR54 (#22 D.Ruffin), 1ST DOWN",6414,17-2	,Medium (4-7),Own Territory,Trailing 8+,Early Half
TOR,3,1,10.0,56.0,1535,-10.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short middle to #80 D.Daniels caught at MTL37, for 19 yards to the MTL37 (#22 D.Ruffin), 1ST DOWN",6414,17-3	,Long (8+),Midfield,Trailing 8+,Early Half
TOR,3,1,10.0,37.0,1511,-10.0,0,Nothing,"No Huddle-Shotgun #11 C.Dukes rush middle for 4 yards gain to the MTL33, End Of Play",6414,17-4	,Long (8+),Opponent Territory,Trailing 8+,Early Half
TOR,3,2,6.0,33.0,1483,-10.0,1,Nothing,No Huddle-Shotgun #11 C.Dukes pass incomplete short middle to #88 R.Bailey thrown to MTL33,6414,17-5	,Medium (4-7),Opponent Territory,Trailing 8+,Early Half
MTL,3,1,10.0,70.0,1462,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #17 C.Spieker caught at MTL53, for 15 yards to the MTL55 (#8 D.Amos), 1ST DOWN",6414,18-1	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,3,1,10.0,55.0,1423,7.0,1,Penalty,"Shotgun #7 C.Fajardo pass complete short left to #25 W.Fletcher caught at MTL53, for 7 yards to the TOR48 (#41 J.Edouard), out of bounds PENALTY MTL Holding, offence (#84 R.White Jr.) 10 yards from MTL55 to MTL45. NO PLAY",6414,18-2	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,3,1,20.0,65.0,1404,7.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete short left to #84 R.White Jr. thrown to TOR48,6414,18-3	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,3,2,20.0,65.0,1379,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #20 J.Antwi caught at MTL45, for 0 yards to the MTL45 #20 J.Antwi open field kick 2 yards to the MTL47 recovered by MTL #20 J.Antwi at MTL47 (#30 J.Jones)",6414,18-4	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,3,1,10.0,63.0,1341,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #84 R.White Jr. caught at TOR53, for 10 yards to the TOR53 (#13 L.Johnson), 1ST DOWN",6414,18-5	,Long (8+),Own Territory,Leading 1-7,Early Half
MTL,3,1,10.0,53.0,1325,7.0,0,Nothing,Shotgun #7 C.Fajardo rush middle for 1 yard gain to the TOR52 (#95 J.Williams),6414,18-6	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,3,2,9.0,52.0,1293,7.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #14 C.Rambo caught at TOR45, for 8 yards to the TOR44 (#23 B.Franklin)",6414,18-7	,Long (8+),Midfield,Leading 1-7,Early Half
MTL,3,3,1.0,44.0,1246,7.0,1,Touchdown,"#5 C.Evans pass complete deep right to #17 C.Spieker caught at TOR18, for 44 yards to the TOR00 TOUCHDOWN, clock 05:40, 1ST DOWN",6414,18-8	,Short (1-3),Midfield,Leading 1-7,Early Half
TOR,3,1,10.0,69.0,1199,-14.0,1,Nothing,"Shotgun #11 C.Dukes pass complete short right to #25 K.Carey caught at TOR35, for 9 yards to the TOR50 (#91 I.Adeyemi-Berglund)",6414,20-1	,Long (8+),Own Territory,Trailing 8+,Early Half
TOR,3,2,1.0,60.0,1173,-14.0,0,Nothing,"Shotgun #25 K.Carey rush middle for 15 yards gain to the MTL45 (#26 T.Beverette), 1ST DOWN, PENALTY TOR Unnecessary roughness (#66 I.Cage) MTL Unnecessary roughness (#1 D.Sankey) 30 yards from MTL45 to MTL45",6414,20-2	,Short (1-3),Midfield,Trailing 8+,Early Half
TOR,3,1,10.0,45.0,1152,-14.0,0,Nothing,"Shotgun #24 D.McMahon rush left for 16 yards gain to the MTL29 (#1 D.Sankey), 1ST DOWN",6414,20-3	,Long (8+),Midfield,Trailing 8+,Early Half
TOR,3,1,10.0,29.0,1128,-14.0,1,Nothing,"No Huddle-Shotgun #11 C.Dukes pass complete short left to #86 D.Coxie caught at MTL31, for 14 yards to the MTL15 (#30 B.Cosby), out of bounds, 1ST DOWN",6414,20-4	,Long (8+),Opponent Territory,Trailing 8+,Early Half
TOR,3,1,10.0,15.0,1120,-14.0,1,Nothing,No Huddle-Shotgun #11 C.Dukes pass incomplete short left to #86 D.Coxie thrown to MTL19 broken up by #26 T.Beverette,6414,20-5	,Long (8+),Red Zone,Trailing 8+,Early Half
TOR,3,2,10.0,15.0,1099,-14.0,1,Nothing,"No Huddle-Shotgun #11 C.Dukes pass complete short left to #88 R.Bailey caught at MTL16, for 4 yards to the MTL11 (#19 G.Cantin-Arku)",6414,20-6	,Long (8+),Red Zone,Trailing 8+,Early Half
MTL,3,1,10.0,70.0,1039,11.0,1,Nothing,Shotgun #7 C.Fajardo pass incomplete deep right to #14 C.Rambo thrown to TOR42,6414,21-1	,Long (8+),Own Territory,Leading 8+,Early Half
MTL,3,2,10.0,70.0,1019,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #17 C.Spieker caught at MTL46, for 13 yards to the MTL53 (#30 J.Jones), 1ST DOWN",6414,21-2	,Long (8+),Own Territory,Leading 8+,Early Half
MTL,3,1,10.0,57.0,977,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #25 W.Fletcher caught at MTL49, for 2 yards to the MTL55 (#48 W.McManis)",6414,21-3	,Long (8+),Midfield,Leading 8+,Early Half
MTL,3,2,8.0,55.0,942,11.0,0,Nothing,"Shotgun #7 C.Fajardo rush right for 6 yards gain to the TOR49 (#97 D.Parish) PENALTY TOR Illegal contact (#30 J.Jones) 10 yards from TOR55 to TOR45, 1ST DOWN. NO PLAY",6414,21-4	,Long (8+),Midfield,Leading 8+,Early Half
MTL,3,1,10.0,45.0,917,11.0,0,Nothing,Shotgun #25 W.Fletcher rush right for 5 yards gain to the TOR40 (#41 J.Edouard),6414,21-5	,Long (8+),Midfield,Leading 8+,Early Half
MTL,3,2,5.0,40.0,900,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #14 C.Rambo caught at TOR33, for 7 yards to the TOR33 (#23 B.Franklin), 1ST DOWN",6414,21-6	,Medium (4-7),Opponent Territory,Leading 8+,Early Half
MTL,4,1,10.0,33.0,894,11.0,1,Interception,Shotgun #7 C.Fajardo pass intercepted by #41 J.Edouard at TOR-05 #41 J.Edouard return 0 yards to the TOR-05 (#6 T.Philpot),6414,21-7	,Long (8+),Opponent Territory,Leading 8+,Early Half
TOR,4,1,10.0,80.0,870,-11.0,0,Nothing,Shotgun #25 K.Carey rush middle for 5 yards gain to the TOR35 (#1 D.Sankey),6414,22-1	,Long (8+),Own Territory,Trailing 8+,Early Half
TOR,4,2,5.0,75.0,837,-11.0,1,LossOfYards,Shotgun #11 C.Dukes sacked for loss of 2 yards to the TOR33 (#19 G.Cantin-Arku),6414,22-2	,Medium (4-7),Own Territory,Trailing 8+,Early Half
MTL,4,1,10.0,85.0,780,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #25 W.Fletcher caught at MTL20, for 2 yards loss to the MTL23 (#30 J.Jones)",6414,23-1	,Long (8+),Own Deep,Leading 8+,Early Half
MTL,4,2,12.0,87.0,741,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short right to #84 R.White Jr. caught at MTL38, for 15 yards to the MTL38 (#9 R.Metchie), 1ST DOWN",6414,23-2	,Long (8+),Own Deep,Leading 8+,Early Half
MTL,4,1,10.0,72.0,695,11.0,1,Penalty,"Shotgun #7 C.Fajardo pass complete short right to #6 T.Philpot caught at MTL37, for 23 yards to the TOR49 (#0 T.Blackburn), out of bounds, 1ST DOWN, PENALTY TOR Unnecessary roughness (#30 J.Jones) 15 yards from TOR49 to TOR34, 1ST DOWN",6414,23-3	,Long (8+),Own Territory,Leading 8+,Early Half
MTL,4,1,10.0,34.0,674,11.0,1,Nothing,"Shotgun #7 C.Fajardo pass complete short left to #11 K.Julien-Grant caught at TOR36, for 2 yards loss to the TOR36 (#8 D.Amos)",6414,23-4	,Long (8+),Opponent Territory,Leading 8+,Early Half
