possession_team,down,distance_bucket,field_bucket,score_bucket,time_bucket,plays,pass_prob_hist,avg_yards,avg_yards_to_endzone,avg_score_diff,avg_seconds_in_half,league_plays,league_pass_prob_hist,pass_prob_delta_vs_league
CGY,3,Short (1-3),Midfield,Tied,Early Half,1,1.0,3.0,46.0,0.0,1081.0,8,0.375,0.625
CGY,3,Short (1-3),Midfield,Trailing 1-7,2-min,1,0.0,1.0,53.0,-5.0,39.0,4,0.75,-0.75
CGY,3,Short (1-3),Midfield,Trailing 1-7,Early Half,3,0.0,2.0,48.666666666666664,-4.666666666666667,1229.6666666666667,10,0.3,-0.3
CGY,3,Short (1-3),Midfield,Trailing 8+,Early Half,1,1.0,2.0,42.0,-21.0,691.0,6,0.3333333333333333,0.6666666666666667
CGY,3,Short (1-3),Midfield,Trailing 8+,Late Half,2,0.0,1.0,49.5,-12.0,424.0,8,0.5,-0.5
CGY,3,Short (1-3),Opponent Territory,Leading 1-7,Early Half,1,0.0,1.0,39.0,1.0,763.0,5,0.0,0.0
CGY,3,Short (1-3),Opponent Territory,Leading 1-7,Late Half,1,0.0,3.0,40.0,1.0,528.0,4,0.0,0.0
CGY,3,Short (1-3),Opponent Territory,Tied,Early Half,2,0.0,1.5,30.0,0.0,1170.0,7,0.2857142857142857,-0.2857142857142857
CGY,3,Short (1-3),Opponent Territory,Trailing 1-7,2-min,1,0.0,1.0,32.0,-5.0,40.0,3,0.3333333333333333,-0.3333333333333333
CGY,3,Short (1-3),Opponent Territory,Trailing 8+,Early Half,1,0.0,1.0,31.0,-23.0,900.0,5,0.4,-0.4
CGY,3,Short (1-3),Own Deep,Leading 1-7,Early Half,2,0.0,1.0,90.0,2.5,834.0,5,0.0,0.0
CGY,3,Short (1-3),Own Deep,Tied,Early Half,2,0.0,1.0,89.5,0.0,1439.0,2,0.0,0.0
CGY,3,Short (1-3),Own Deep,Trailing 1-7,Late Half,1,0.0,1.0,92.0,-2.0,293.0,1,0.0,0.0
CGY,3,Short (1-3),Own Deep,Trailing 8+,Early Half,1,0.0,1.0,98.0,-8.0,900.0,4,0.25,-0.25
CGY,3,Short (1-3),Own Territory,Leading 8+,Early Half,1,0.0,1.0,71.0,11.0,900.0,7,0.0,0.0
CGY,3,Short (1-3),Own Territory,Tied,Early Half,1,0.0,1.0,63.0,0.0,1102.0,7,0.0,0.0
CGY,3,Short (1-3),Own Territory,Trailing 1-7,Early Half,2,0.5,2.0,67.0,-6.5,950.5,10,0.1,0.4
CGY,3,Short (1-3),Own Territory,Trailing 1-7,Late Half,1,1.0,1.0,79.0,-7.0,463.0,8,0.375,0.625
CGY,3,Short (1-3),Own Territory,Trailing 8+,2-min,1,1.0,1.0,69.0,-8.0,82.0,4,0.5,0.5
CGY,3,Short (1-3),Own Territory,Trailing 8+,Early Half,1,0.0,1.0,77.0,-8.0,802.0,7,0.0,0.0
CGY,3,Short (1-3),Own Territory,Trailing 8+,Late Half,1,1.0,3.0,72.0,-14.0,529.0,4,0.25,0.75
CGY,3,Short (1-3),Red Zone,Leading 1-7,Early Half,2,0.0,1.0,12.5,2.5,1011.5,6,0.0,0.0
CGY,3,Short (1-3),Red Zone,Leading 1-7,Late Half,3,0.3333333333333333,1.3333333333333333,6.333333333333333,3.3333333333333335,297.0,6,0.16666666666666666,0.16666666666666666
CGY,3,Short (1-3),Red Zone,Tied,Early Half,3,0.6666666666666666,1.6666666666666667,6.333333333333333,0.0,1084.3333333333333,6,0.3333333333333333,0.3333333333333333
CGY,3,Short (1-3),Red Zone,Trailing 1-7,Early Half,1,0.0,1.0,1.0,-7.0,996.0,5,0.2,-0.2
EDM,1,Long (8+),Midfield,Leading 1-7,2-min,4,1.0,10.0,51.0,4.5,63.0,33,0.48484848484848486,0.5151515151515151
EDM,1,Long (8+),Midfield,Leading 1-7,Early Half,22,0.45454545454545453,10.227272727272727,52.40909090909091,4.0,1187.8181818181818,166,0.5180722891566265,-0.06352683461117198
EDM,1,Long (8+),Midfield,Leading 1-7,Late Half,10,0.2,10.0,54.0,3.5,486.9,97,0.5154639175257731,-0.31546391752577313
EDM,1,Long (8+),Midfield,Leading 8+,2-min,5,0.2,10.0,53.4,12.4,85.8,47,0.574468085106383,-0.374468085106383
EDM,1,Long (8+),Midfield,Leading 8+,Early Half,7,0.42857142857142855,10.0,54.42857142857143,13.714285714285714,998.4285714285714,118,0.5677966101694916,-0.13922518159806302
EDM,1,Long (8+),Midfield,Leading 8+,Late Half,5,0.6,10.0,52.2,15.2,345.6,44,0.5909090909090909,0.009090909090909038
EDM,1,Long (8+),Midfield,Tied,2-min,1,1.0,10.0,56.0,0.0,34.0,14,0.7142857142857143,0.2857142857142857
EDM,1,Long (8+),Midfield,Tied,Early Half,12,0.5,10.0,52.583333333333336,0.0,1393.8333333333333,146,0.5068493150684932,-0.006849315068493178
EDM,1,Long (8+),Midfield,Tied,Late Half,1,1.0,10.0,49.0,0.0,289.0,18,0.6666666666666666,0.33333333333333337
EDM,1,Long (8+),Midfield,Trailing 1-7,2-min,9,1.0,10.0,50.333333333333336,-5.555555555555555,60.666666666666664,68,0.8970588235294118,0.1029411764705882
EDM,1,Long (8+),Midfield,Trailing 1-7,Early Half,31,0.5483870967741935,10.0,51.32258064516129,-4.129032258064516,1091.8709677419354,219,0.5981735159817352,-0.04978641920754168
EDM,1,Long (8+),Midfield,Trailing 1-7,Late Half,20,0.55,10.0,51.45,-3.85,302.55,87,0.6206896551724138,-0.07068965517241377
EDM,1,Long (8+),Midfield,Trailing 8+,2-min,9,0.8888888888888888,10.0,51.0,-19.555555555555557,61.333333333333336,69,0.8985507246376812,-0.009661835748792313
EDM,1,Long (8+),Midfield,Trailing 8+,Early Half,8,0.375,10.625,48.75,-12.25,1068.375,152,0.6710526315789473,-0.29605263157894735
EDM,1,Long (8+),Midfield,Trailing 8+,Late Half,8,0.625,10.0,50.0,-26.0,317.0,96,0.7708333333333334,-0.14583333333333337
EDM,1,Long (8+),Opponent Territory,Leading 1-7,2-min,1,1.0,10.0,23.0,3.0,110.0,18,0.6111111111111112,0.38888888888888884
EDM,1,Long (8+),Opponent Territory,Leading 1-7,Early Half,8,0.625,10.0,32.375,2.875,1069.0,91,0.6043956043956044,0.020604395604395642
EDM,1,Long (8+),Opponent Territory,Leading 1-7,Late Half,6,0.5,10.0,30.0,3.8333333333333335,354.0,55,0.45454545454545453,0.04545454545454547
EDM,1,Long (8+),Opponent Territory,Leading 8+,2-min,5,0.6,10.0,32.0,17.0,83.0,29,0.6206896551724138,-0.020689655172413834
EDM,1,Long (8+),Opponent Territory,Leading 8+,Early Half,3,0.0,10.0,31.0,12.666666666666666,922.0,74,0.527027027027027,-0.527027027027027
EDM,1,Long (8+),Opponent Territory,Leading 8+,Late Half,4,0.5,12.5,26.75,15.0,288.0,42,0.40476190476190477,0.09523809523809523
EDM,1,Long (8+),Opponent Territory,Tied,Early Half,5,0.4,10.0,32.8,0.0,1440.4,85,0.5529411764705883,-0.15294117647058825
EDM,1,Long (8+),Opponent Territory,Tied,Late Half,1,1.0,10.0,38.0,0.0,171.0,12,0.6666666666666666,0.33333333333333337
EDM,1,Long (8+),Opponent Territory,Trailing 1-7,2-min,5,0.8,10.0,30.4,-4.2,54.8,39,0.8205128205128205,-0.02051282051282044
EDM,1,Long (8+),Opponent Territory,Trailing 1-7,Early Half,23,0.5652173913043478,10.0,32.17391304347826,-4.739130434782608,1098.3478260869565,136,0.5808823529411765,-0.015664961636828734
EDM,1,Long (8+),Opponent Territory,Trailing 1-7,Late Half,11,0.5454545454545454,10.0,29.818181818181817,-4.090909090909091,292.54545454545456,52,0.5576923076923077,-0.012237762237762295
EDM,1,Long (8+),Opponent Territory,Trailing 8+,2-min,3,1.0,10.0,30.666666666666668,-16.333333333333332,50.0,44,0.8863636363636364,0.11363636363636365
EDM,1,Long (8+),Opponent Territory,Trailing 8+,Early Half,3,1.0,10.0,28.666666666666668,-21.666666666666668,1043.0,91,0.7032967032967034,0.29670329670329665
EDM,1,Long (8+),Opponent Territory,Trailing 8+,Late Half,5,0.8,10.0,30.0,-23.4,315.6,71,0.7887323943661971,0.011267605633802913
EDM,1,Long (8+),Own Deep,Leading 1-7,Early Half,16,0.375,10.3125,93.6875,4.6875,1077.6875,131,0.5038167938931297,-0.12881679389312972
EDM,1,Long (8+),Own Deep,Leading 1-7,Late Half,3,0.3333333333333333,10.0,84.33333333333333,5.0,295.6666666666667,44,0.3409090909090909,-0.007575757575757569
EDM,1,Long (8+),Own Deep,Leading 8+,2-min,2,0.0,10.0,89.0,16.0,95.5,14,0.21428571428571427,-0.21428571428571427
EDM,1,Long (8+),Own Deep,Leading 8+,Early Half,10,0.3,11.0,88.8,15.1,1260.3,67,0.5074626865671642,-0.2074626865671642
EDM,1,Long (8+),Own Deep,Leading 8+,Late Half,5,0.2,10.0,85.4,13.8,490.0,47,0.3617021276595745,-0.16170212765957448
EDM,1,Long (8+),Own Deep,Tied,2-min,1,1.0,10.0,105.0,0.0,80.0,8,0.625,0.375
EDM,1,Long (8+),Own Deep,Tied,Early Half,9,0.3333333333333333,10.0,93.55555555555556,0.0,1426.3333333333333,88,0.5909090909090909,-0.2575757575757576
EDM,1,Long (8+),Own Deep,Trailing 1-7,2-min,7,0.42857142857142855,10.0,92.71428571428571,-5.571428571428571,39.285714285714285,21,0.6666666666666666,-0.23809523809523808
EDM,1,Long (8+),Own Deep,Trailing 1-7,Early Half,17,0.29411764705882354,10.0,89.41176470588235,-4.0588235294117645,1250.0,103,0.5145631067961165,-0.22044545973729296
EDM,1,Long (8+),Own Deep,Trailing 1-7,Late Half,15,0.7333333333333333,10.0,90.8,-3.933333333333333,356.0,60,0.7333333333333333,0.0
EDM,1,Long (8+),Own Deep,Trailing 8+,2-min,2,1.0,10.0,81.5,-10.5,55.0,39,0.7948717948717948,0.20512820512820518
EDM,1,Long (8+),Own Deep,Trailing 8+,Early Half,5,0.4,10.0,84.4,-14.6,1044.6,84,0.6309523809523809,-0.2309523809523809
EDM,1,Long (8+),Own Deep,Trailing 8+,Late Half,3,0.6666666666666666,10.0,86.0,-32.0,403.3333333333333,48,0.7291666666666666,-0.0625
EDM,1,Long (8+),Own Territory,Leading 1-7,2-min,3,0.3333333333333333,10.0,73.0,5.666666666666667,91.0,35,0.6285714285714286,-0.29523809523809524
EDM,1,Long (8+),Own Territory,Leading 1-7,Early Half,34,0.5588235294117647,10.294117647058824,71.91176470588235,3.676470588235294,1205.5294117647059,236,0.5254237288135594,0.033399800598205354
EDM,1,Long (8+),Own Territory,Leading 1-7,Late Half,13,0.5384615384615384,10.384615384615385,69.61538461538461,3.0,269.0,106,0.5849056603773585,-0.046444121915820036
EDM,1,Long (8+),Own Territory,Leading 8+,Early Half,9,0.5555555555555556,10.0,71.88888888888889,14.11111111111111,1171.7777777777778,146,0.541095890410959,0.014459665144596623
EDM,1,Long (8+),Own Territory,Leading 8+,Late Half,9,0.2222222222222222,10.0,73.33333333333333,14.444444444444445,305.44444444444446,77,0.45454545454545453,-0.23232323232323232
EDM,1,Long (8+),Own Territory,Tied,2-min,1,1.0,10.0,78.0,0.0,48.0,10,0.7,0.30000000000000004
EDM,1,Long (8+),Own Territory,Tied,Early Half,12,0.3333333333333333,10.0,72.08333333333333,0.0,1480.9166666666667,206,0.587378640776699,-0.2540453074433657
EDM,1,Long (8+),Own Territory,Tied,Late Half,2,0.5,10.0,70.0,0.0,460.5,26,0.6923076923076923,-0.1923076923076923
EDM,1,Long (8+),Own Territory,Trailing 1-7,2-min,6,0.3333333333333333,10.0,70.83333333333333,-4.333333333333333,49.666666666666664,58,0.8103448275862069,-0.47701149425287354
EDM,1,Long (8+),Own Territory,Trailing 1-7,Early Half,49,0.5306122448979592,10.10204081632653,71.0204081632653,-4.224489795918367,1148.2244897959183,316,0.5822784810126582,-0.051666236114699005
EDM,1,Long (8+),Own Territory,Trailing 1-7,Late Half,15,0.6666666666666666,11.0,69.46666666666667,-4.0,297.4,127,0.7401574803149606,-0.07349081364829402
EDM,1,Long (8+),Own Territory,Trailing 8+,2-min,5,0.8,10.0,69.2,-18.0,82.2,73,0.8493150684931506,-0.04931506849315059
EDM,1,Long (8+),Own Territory,Trailing 8+,Early Half,13,0.5384615384615384,10.0,68.84615384615384,-15.846153846153847,1013.1538461538462,205,0.6487804878048781,-0.11031894934333963
EDM,1,Long (8+),Own Territory,Trailing 8+,Late Half,8,0.875,10.0,73.25,-21.25,310.875,129,0.7596899224806202,0.11531007751937983
EDM,1,Long (8+),Red Zone,Leading 1-7,2-min,1,1.0,10.0,10.0,3.0,84.0,9,0.6666666666666666,0.33333333333333337
EDM,1,Long (8+),Red Zone,Leading 1-7,Early Half,5,0.4,9.8,13.4,5.0,1021.4,47,0.5319148936170213,-0.13191489361702124
EDM,1,Long (8+),Red Zone,Leading 1-7,Late Half,4,0.25,10.0,16.0,4.5,356.5,35,0.45714285714285713,-0.20714285714285713
EDM,1,Long (8+),Red Zone,Leading 8+,2-min,2,0.5,10.0,16.0,11.0,50.5,7,0.2857142857142857,0.2142857142857143
EDM,1,Long (8+),Red Zone,Leading 8+,Early Half,1,1.0,10.0,19.0,14.0,885.0,30,0.6,0.4
EDM,1,Long (8+),Red Zone,Leading 8+,Late Half,3,0.3333333333333333,10.0,14.333333333333334,17.0,230.33333333333334,21,0.3333333333333333,0.0
EDM,1,Long (8+),Red Zone,Tied,Early Half,3,0.6666666666666666,10.0,14.666666666666666,0.0,1528.0,52,0.5961538461538461,0.07051282051282048
EDM,1,Long (8+),Red Zone,Trailing 1-7,2-min,3,0.3333333333333333,10.0,14.333333333333334,-3.0,71.33333333333333,18,0.8333333333333334,-0.5
EDM,1,Long (8+),Red Zone,Trailing 1-7,Early Half,8,0.5,9.75,12.375,-5.0,1306.875,52,0.6153846153846154,-0.11538461538461542
EDM,1,Long (8+),Red Zone,Trailing 1-7,Late Half,4,0.0,9.5,12.25,-4.25,468.75,21,0.6190476190476191,-0.6190476190476191
EDM,1,Long (8+),Red Zone,Trailing 8+,2-min,2,0.0,10.0,19.0,-16.0,71.5,16,0.75,-0.75
EDM,1,Long (8+),Red Zone,Trailing 8+,Early Half,2,0.0,10.0,12.0,-18.5,1205.0,51,0.6666666666666666,-0.6666666666666666
EDM,1,Long (8+),Red Zone,Trailing 8+,Late Half,3,0.3333333333333333,10.0,17.0,-17.0,377.3333333333333,29,0.7586206896551724,-0.42528735632183906
EDM,1,Medium (4-7),Red Zone,Leading 1-7,Early Half,1,0.0,6.0,6.0,7.0,1147.0,17,0.29411764705882354,-0.29411764705882354
EDM,1,Medium (4-7),Red Zone,Leading 1-7,Late Half,1,0.0,4.0,4.0,5.0,302.0,9,0.5555555555555556,-0.5555555555555556
EDM,1,Medium (4-7),Red Zone,Leading 8+,2-min,2,0.5,7.0,7.0,12.5,70.5,5,0.6,-0.09999999999999998
EDM,1,Medium (4-7),Red Zone,Leading 8+,Late Half,1,0.0,5.0,5.0,14.0,137.0,4,0.0,0.0
EDM,1,Medium (4-7),Red Zone,Tied,Early Half,2,0.5,5.0,5.0,0.0,1205.5,4,0.5,0.0
EDM,1,Medium (4-7),Red Zone,Trailing 1-7,Early Half,1,0.0,4.0,4.0,-7.0,1081.0,11,0.36363636363636365,-0.36363636363636365
EDM,1,Medium (4-7),Red Zone,Trailing 8+,Early Half,1,1.0,5.0,5.0,-28.0,1097.0,6,0.3333333333333333,0.6666666666666667
EDM,1,Medium (4-7),Red Zone,Trailing 8+,Late Half,4,0.75,5.0,5.0,-17.0,405.5,11,0.7272727272727273,0.022727272727272707
EDM,1,Short (1-3),Red Zone,Leading 1-7,Early Half,3,0.0,2.3333333333333335,2.3333333333333335,5.666666666666667,823.0,12,0.0,0.0
EDM,1,Short (1-3),Red Zone,Leading 1-7,Late Half,1,0.0,1.0,1.0,3.0,146.0,4,0.0,0.0
EDM,1,Short (1-3),Red Zone,Leading 8+,Late Half,2,0.0,2.5,2.5,13.5,426.5,6,0.16666666666666666,-0.16666666666666666
EDM,1,Short (1-3),Red Zone,Trailing 1-7,2-min,1,0.0,1.0,1.0,-7.0,34.0,3,0.0,0.0
EDM,1,Short (1-3),Red Zone,Trailing 1-7,Late Half,2,0.0,1.5,1.5,-4.5,371.0,5,0.2,-0.2
EDM,1,Short (1-3),Red Zone,Trailing 8+,2-min,2,0.5,1.5,1.5,-10.0,50.0,8,0.125,0.375
EDM,2,Long (8+),Midfield,Leading 1-7,2-min,1,0.0,13.0,47.0,6.0,14.0,14,0.42857142857142855,-0.42857142857142855
EDM,2,Long (8+),Midfield,Leading 1-7,Early Half,5,1.0,9.6,50.2,5.4,1142.2,55,0.9272727272727272,0.07272727272727275
EDM,2,Long (8+),Midfield,Leading 1-7,Late Half,2,0.5,11.0,54.0,2.5,359.5,28,0.9285714285714286,-0.4285714285714286
EDM,2,Long (8+),Midfield,Leading 8+,2-min,1,0.0,8.0,46.0,14.0,85.0,14,0.6428571428571429,-0.6428571428571429
EDM,2,Long (8+),Midfield,Leading 8+,Early Half,4,1.0,9.5,53.75,14.75,1006.25,22,0.8636363636363636,0.13636363636363635
EDM,2,Long (8+),Midfield,Leading 8+,Late Half,1,0.0,10.0,54.0,11.0,132.0,12,0.8333333333333334,-0.8333333333333334
EDM,2,Long (8+),Midfield,Tied,Early Half,4,1.0,10.0,51.25,0.0,1376.5,46,0.9347826086956522,0.06521739130434778
EDM,2,Long (8+),Midfield,Trailing 1-7,2-min,7,0.8571428571428571,9.857142857142858,51.714285714285715,-5.857142857142857,60.285714285714285,27,0.9629629629629629,-0.10582010582010581
EDM,2,Long (8+),Midfield,Trailing 1-7,Early Half,9,0.7777777777777778,11.222222222222221,51.111111111111114,-4.777777777777778,1069.5555555555557,72,0.9444444444444444,-0.16666666666666663
EDM,2,Long (8+),Midfield,Trailing 1-7,Late Half,7,0.8571428571428571,11.857142857142858,50.42857142857143,-3.857142857142857,324.7142857142857,30,0.8666666666666667,-0.009523809523809601
EDM,2,Long (8+),Midfield,Trailing 8+,2-min,6,0.8333333333333334,11.0,50.0,-21.166666666666668,55.333333333333336,23,0.8260869565217391,0.007246376811594235
EDM,2,Long (8+),Midfield,Trailing 8+,Early Half,2,1.0,9.0,54.0,-10.0,1227.5,45,0.8888888888888888,0.11111111111111116
EDM,2,Long (8+),Midfield,Trailing 8+,Late Half,3,1.0,10.0,47.0,-25.666666666666668,280.6666666666667,30,0.9,0.09999999999999998
EDM,2,Long (8+),Opponent Territory,Leading 1-7,Early Half,6,0.8333333333333334,9.666666666666666,33.666666666666664,2.0,1026.5,39,0.8461538461538461,-0.012820512820512775
EDM,2,Long (8+),Opponent Territory,Leading 1-7,Late Half,2,1.0,11.5,31.0,4.0,426.0,17,0.8823529411764706,0.11764705882352944
EDM,2,Long (8+),Opponent Territory,Leading 8+,2-min,2,1.0,9.0,28.5,18.5,67.0,10,0.8,0.19999999999999996
EDM,2,Long (8+),Opponent Territory,Leading 8+,Early Half,1,1.0,8.0,23.0,10.0,824.0,28,0.8214285714285714,0.1785714285714286
EDM,2,Long (8+),Opponent Territory,Leading 8+,Late Half,1,1.0,20.0,24.0,21.0,392.0,16,0.75,0.25
EDM,2,Long (8+),Opponent Territory,Tied,Early Half,2,1.0,15.5,31.5,0.0,1164.0,27,0.9629629629629629,0.03703703703703709
EDM,2,Long (8+),Opponent Territory,Trailing 1-7,2-min,1,1.0,11.0,22.0,-7.0,42.0,15,0.9333333333333333,0.06666666666666665
EDM,2,Long (8+),Opponent Territory,Trailing 1-7,Early Half,8,0.75,9.375,28.625,-4.5,1303.625,45,0.8888888888888888,-0.13888888888888884
EDM,2,Long (8+),Opponent Territory,Trailing 1-7,Late Half,2,1.0,10.0,37.0,-2.5,350.5,17,1.0,0.0
EDM,2,Long (8+),Opponent Territory,Trailing 8+,2-min,1,1.0,10.0,23.0,-31.0,13.0,13,0.9230769230769231,0.07692307692307687
EDM,2,Long (8+),Opponent Territory,Trailing 8+,Early Half,1,1.0,17.0,34.0,-28.0,1148.0,29,1.0,0.0
EDM,2,Long (8+),Opponent Territory,Trailing 8+,Late Half,2,1.0,10.0,25.5,-31.5,266.5,23,1.0,0.0
EDM,2,Long (8+),Own Deep,Leading 1-7,Early Half,7,1.0,10.714285714285714,95.28571428571429,4.428571428571429,1128.7142857142858,35,0.9714285714285714,0.02857142857142858
EDM,2,Long (8+),Own Deep,Leading 8+,2-min,1,1.0,9.0,90.0,11.0,66.0,4,0.25,0.75
EDM,2,Long (8+),Own Deep,Leading 8+,Early Half,4,1.0,8.75,84.25,15.5,1190.5,21,0.9047619047619048,0.09523809523809523
EDM,2,Long (8+),Own Deep,Leading 8+,Late Half,2,1.0,16.0,88.0,11.5,383.0,14,0.7857142857142857,0.2142857142857143
EDM,2,Long (8+),Own Deep,Tied,2-min,1,1.0,10.0,105.0,0.0,74.0,3,1.0,0.0
EDM,2,Long (8+),Own Deep,Tied,Early Half,1,1.0,8.0,82.0,0.0,1745.0,32,0.9375,0.0625
EDM,2,Long (8+),Own Deep,Tied,Late Half,1,1.0,10.0,101.0,0.0,577.0,6,1.0,0.0
EDM,2,Long (8+),Own Deep,Trailing 1-7,2-min,2,1.0,9.0,98.0,-6.0,49.0,8,1.0,0.0
EDM,2,Long (8+),Own Deep,Trailing 1-7,Early Half,5,1.0,11.4,84.2,-4.4,1258.8,31,0.9354838709677419,0.06451612903225812
EDM,2,Long (8+),Own Deep,Trailing 1-7,Late Half,4,1.0,10.0,90.5,-4.75,364.5,20,0.95,0.050000000000000044
EDM,2,Long (8+),Own Deep,Trailing 8+,2-min,1,1.0,11.0,82.0,-13.0,29.0,19,0.7894736842105263,0.21052631578947367
EDM,2,Long (8+),Own Deep,Trailing 8+,Early Half,2,0.5,9.5,88.0,-17.5,792.0,32,0.84375,-0.34375
EDM,2,Long (8+),Own Territory,Leading 1-7,2-min,1,0.0,23.0,70.0,5.0,63.0,11,0.7272727272727273,-0.7272727272727273
EDM,2,Long (8+),Own Territory,Leading 1-7,Early Half,11,0.9090909090909091,9.545454545454545,70.72727272727273,4.090909090909091,1219.7272727272727,79,0.9493670886075949,-0.04027617951668583
EDM,2,Long (8+),Own Territory,Leading 1-7,Late Half,4,0.75,10.75,72.75,3.0,258.25,39,0.8717948717948718,-0.1217948717948718
EDM,2,Long (8+),Own Territory,Leading 8+,Early Half,5,1.0,10.8,72.8,13.2,1182.8,48,0.9166666666666666,0.08333333333333337
EDM,2,Long (8+),Own Territory,Leading 8+,Late Half,3,1.0,10.0,68.66666666666667,16.333333333333332,349.0,29,0.9310344827586207,0.06896551724137934
EDM,2,Long (8+),Own Territory,Tied,Early Half,3,0.6666666666666666,9.666666666666666,73.0,0.0,1259.3333333333333,67,0.9402985074626866,-0.27363184079602
EDM,2,Long (8+),Own Territory,Trailing 1-7,Early Half,13,1.0,9.461538461538462,72.6923076923077,-5.076923076923077,1312.6923076923076,105,0.9428571428571428,0.05714285714285716
EDM,2,Long (8+),Own Territory,Trailing 1-7,Late Half,6,0.8333333333333334,10.666666666666666,73.33333333333333,-4.333333333333333,360.8333333333333,39,0.9487179487179487,-0.11538461538461531
EDM,2,Long (8+),Own Territory,Trailing 8+,2-min,1,1.0,10.0,70.0,-31.0,82.0,16,0.875,0.125
EDM,2,Long (8+),Own Territory,Trailing 8+,Early Half,7,1.0,10.285714285714286,71.85714285714286,-16.571428571428573,978.5714285714286,67,0.9104477611940298,0.08955223880597019
EDM,2,Long (8+),Own Territory,Trailing 8+,Late Half,2,0.5,10.0,75.0,-10.0,127.5,37,0.9459459459459459,-0.44594594594594594
EDM,2,Long (8+),Red Zone,Leading 1-7,2-min,1,1.0,10.0,10.0,3.0,79.0,4,0.75,0.25
EDM,2,Long (8+),Red Zone,Leading 1-7,Early Half,2,1.0,9.5,13.0,4.0,932.5,18,0.8888888888888888,0.11111111111111116
EDM,2,Long (8+),Red Zone,Leading 1-7,Late Half,1,1.0,8.0,14.0,5.0,370.0,13,0.7692307692307693,0.23076923076923073
EDM,2,Long (8+),Red Zone,Leading 8+,2-min,1,1.0,11.0,19.0,11.0,96.0,3,0.3333333333333333,0.6666666666666667
EDM,2,Long (8+),Red Zone,Leading 8+,Early Half,1,1.0,10.0,19.0,14.0,861.0,11,0.9090909090909091,0.09090909090909094
EDM,2,Long (8+),Red Zone,Leading 8+,Late Half,2,1.0,9.5,15.5,16.5,135.5,7,1.0,0.0
EDM,2,Long (8+),Red Zone,Tied,Early Half,1,1.0,8.0,10.0,0.0,1469.0,24,0.9583333333333334,0.04166666666666663
EDM,2,Long (8+),Red Zone,Trailing 1-7,2-min,3,1.0,9.333333333333334,13.666666666666666,-3.0,57.0,9,0.8888888888888888,0.11111111111111116
EDM,2,Long (8+),Red Zone,Trailing 1-7,Early Half,3,1.0,9.666666666666666,14.0,-5.666666666666667,1364.6666666666667,18,1.0,0.0
EDM,2,Long (8+),Red Zone,Trailing 1-7,Late Half,1,1.0,10.0,16.0,-6.0,518.0,7,1.0,0.0
EDM,2,Long (8+),Red Zone,Trailing 8+,Early Half,1,1.0,13.0,15.0,-28.0,1602.0,20,0.85,0.15000000000000002
EDM,2,Long (8+),Red Zone,Trailing 8+,Late Half,2,1.0,10.0,18.0,-20.0,250.5,14,1.0,0.0
EDM,2,Medium (4-7),Midfield,Leading 1-7,Early Half,8,0.75,5.125,50.25,3.125,1224.25,42,0.8809523809523809,-0.13095238095238093
EDM,2,Medium (4-7),Midfield,Leading 1-7,Late Half,4,1.0,6.0,51.75,3.0,428.5,28,0.9285714285714286,0.0714285714285714
EDM,2,Medium (4-7),Midfield,Leading 8+,2-min,2,0.5,7.0,49.5,15.5,37.5,13,0.46153846153846156,0.038461538461538436
EDM,2,Medium (4-7),Midfield,Leading 8+,Early Half,1,1.0,6.0,55.0,11.0,1242.0,32,0.75,0.25
EDM,2,Medium (4-7),Midfield,Leading 8+,Late Half,1,1.0,6.0,54.0,14.0,257.0,9,1.0,0.0
EDM,2,Medium (4-7),Midfield,Tied,Early Half,4,1.0,6.25,50.25,0.0,1536.0,37,0.8648648648648649,0.1351351351351351
EDM,2,Medium (4-7),Midfield,Trailing 1-7,2-min,5,1.0,5.4,49.6,-3.6,98.8,18,0.8333333333333334,0.16666666666666663
EDM,2,Medium (4-7),Midfield,Trailing 1-7,Early Half,5,1.0,5.6,51.6,-4.4,1077.0,43,0.8837209302325582,0.11627906976744184
EDM,2,Medium (4-7),Midfield,Trailing 1-7,Late Half,5,0.8,5.2,47.6,-4.8,330.0,22,0.9545454545454546,-0.15454545454545454
EDM,2,Medium (4-7),Midfield,Trailing 8+,2-min,2,0.5,6.0,48.5,-19.5,25.0,12,0.5833333333333334,-0.08333333333333337
EDM,2,Medium (4-7),Midfield,Trailing 8+,Late Half,3,0.6666666666666666,5.333333333333333,50.333333333333336,-19.0,426.0,22,0.7272727272727273,-0.06060606060606066
EDM,2,Medium (4-7),Opponent Territory,Leading 1-7,Early Half,1,0.0,4.0,35.0,2.0,765.0,30,0.8333333333333334,-0.8333333333333334
EDM,2,Medium (4-7),Opponent Territory,Leading 1-7,Late Half,1,0.0,7.0,39.0,4.0,498.0,14,0.7142857142857143,-0.7142857142857143
EDM,2,Medium (4-7),Opponent Territory,Leading 8+,Early Half,1,1.0,6.0,35.0,14.0,940.0,19,0.7894736842105263,0.21052631578947367
EDM,2,Medium (4-7),Opponent Territory,Leading 8+,Late Half,1,1.0,7.0,39.0,14.0,237.0,11,0.6363636363636364,0.36363636363636365
EDM,2,Medium (4-7),Opponent Territory,Tied,Early Half,3,1.0,5.666666666666667,27.0,0.0,1554.3333333333333,27,0.8518518518518519,0.14814814814814814
